,sentence
824,"You put that on his radar and he won't see you as a little girl anymore, that's for sure."
825," Hey, what's going on  Hey. We don't know."
826,Behold.
827,"Jessica Riley, you are my soul mate."
828, The love of my life. Hahaha.
829,"I have marked myself with a scarlet J for you, Jessica."
830,Get down from there.
831,Nathaniel Hawthorne Are you mad  I am your babysitter. You get down.
832,"Oh, my God."
833, What are you thinking  Like the scaffold
834,Took me like four weeks to make it. It has wheels.
835,"This has got to stop, Robbie."
836," You'll learn to love me, I promise.  No, I won't."
837, Because I'm four years younger  Because I love somebody else.
838,Who is he
839,He's older.
840,And I didn't want my parents to find out.
841,You know I'll kill him if he hurts you.
842,"Yeah, I know."
843,"Okay, Robbie, this has to stop."
844,Okay No more.
845,Grow up.
846,I'll see you around.
847,Unh. Okay.
848,Okay.
849,So you're seeing Mom tomorrow at my parentteacher thing.
850,"Yeah, no biggie."
851,What's with all the moping
852,"Uh, nothing. It's just"
853,There's a girl.
854," A girl, huh  Uhhuh."
855,You like her
856,I like Pringles.
857,"I mean, this girl"
858,she's incredible.
859,"She's my soul mate, you know"
860,She doesn't even care.
861,"But she's your soul mate, right"
862,Yeah.
863,"Well, you just don't give up on her, right"
864,Why not You did.
865,I didn't give up.
866,"Okay, it's more complicated than that."
867,I'm a different guy now.
868,You're not different. You just have different clothes.
869,"It's not that simple, kiddo."
870, What kind of crap is that  Watch it.
871,You love her or you don't. I know you do.
872,"I'm serious, Dad. I just need some inspiration right now. All right"
873,Go get her back.
874,"Wow, how old are you"
875,Wow.
876,"You look great, Cal."
877,"Oh. Ha, ha."
878,"Well, it turns out I've been buying the wrong size suit for like 20 years, so"
879,"Oh, well, whatever. You, um You look great."
880,Thanks. You always look great.
881,"Oh, thanks."
882," So I spoke to Nanna yesterday.  Yeah, me too. How'd she sound to you"
883,Um Like Nanna. She worries about us.
884,What teacher is this
885,Ms. Tafferty. She's the one he pulled the Scarlet Letter asshole routine on.
886,Mmhm.
887,"God, he's such a weird kid."
888," I kind of like him, though.  Mmhm."
889,"Yeah, me too. Glad we switched babies at the hospital."
890,"Me too. That other one's in jail, probably."
891,So how's it going with David
892,"Oh, you know, it, um"
893,"It wasn't, um"
894,That didn't mean anything.
895," I mean, you know, if  No. No, I know."
896,You seeing anybody
897,Me
898,Mmmm.
899,"Oh, you know. Well, you hear things, you know, so"
900,No. No. Not real
901,You know me.
902,"Yeah, well"
903,No.
904,"I miss you, Em."
905,"I made an effort when we were younger, didn't I"
906,"I mean, miniature golf and dancing. You were such a great dancer."
907,I had to be. You were such a good miniature golfer.
908,I just I don't know. I guess I got lazy. I got
909,"I got boring, is what I got."
910,No.
911,And I'm so mad at you.
912,I'm really mad at you for what you did.
913,But I'm mad at myself too.
914,Because I should not have jumped out of that car. I should've fought for you.
915,Because you fight for your soul mates.
916,"Least, that's what my 13yearold son tells me."
917,He's a really strange kid.
918,He scares the shit out of me.
919,I miss you too.
920,Mr. And Mrs. Weaver
921,No way in hell.
922," Cal, what are you doing here  Oh, you two know each other"
923,"Yes. Yeah, right. We've met before, yes."
924," ""We have met before"" Seriously Mmhm."
925,"So I'd like to introduce you to my wife, Emily."
926,"Hi, I'm Robbie's mom."
927,She's your wife again. How convenient.
928,So shall we enter
929, Okay.  Why don't we
930,"Yeah, let's do that."
931,"I'm sorry. I'm playing catchup. How do you two know each other, exactly"
932, Um  Um
933,Maybe your husband should tell you.
934,"We I think we met at last year's parentteacher conference, wasn't it"
935,Did I miss it Did I miss the parentteacher conference thing last year
936,Yeah. I don't remember.
937,"Why don't we just, uh, focus on Robbie"
938,Yes.
939,"Yes, let's do that. Let's"
940,Let's focus on Robbie.
941,"As you know, Robbie's shining moment"
942,was when he set a school record for cursing in an eighthgrade English class.
943,Asshole. Hahaha.
944,"You're familiar with this word, Mrs. Weaver."
945,"Yes, I am. And I've spoken to Principal"
946,Asshole. As in someone who tells a woman that he'll call and never does.
947,Hmm.
948,Asshole. As in someone who uses honesty to get a woman into bed with him
949,but is actually full of shit like the rest of them.
950, This is not about Robbie.  Mmmm.
951,Asshole. As in someone who allows a woman to go downtown for 45 minutes
952,because he's nervous.
953," All right, all right, all right.  Ew. Ew. Oh."
954,You know what Know what No.
955,Here's the deal.
956, She's an alcoholic.  Aah
957,"Oh, God. Okay. That's I'm sorry."
958, I'm sorry. God. I gotta go.
959,"Aah  Oh, my God. Emily. God."
960," Emily, Emily, wait.  Leave me alone, Cal."
961,"I'm sober five years, asshole"
962,"Okay, yeah, I did. I did."
963,I slept with our son's eighthgrade English teacher.
964,I know. I know.
965,"And I cheated, so I have no right to be angry."
966,Not the point. When we were married you were the only woman
967,that I had ever slept with
968,and now I have had sex with nine different women God.
969,Nine
970,Nine
971,Wow.
972,You showed me.
973,I wasn't trying to show you.
974,I was trying to move on.
975,But I don't want to.
976,You've always been the only one.
977,"Tell her she's the perfect combination of sexy and cute, asshole."
978,You said that to her
979,"I did, yes."
980,Who are you
981,I'm your soul mate.
982,What a clich�.
983,"You, get over here. Come on."
984,"Yeah, yeah, give it up. Give it up for her."
985,Aw.
986,"I'm so proud of you, baby."
987,"I had my doubts, of course."
988,"Hannah, I did tell you that tonight would be a special night if you passed the bar."
989,"So, Hannah"
990,I would like to formally ask you
991,in front of all our friends and colleagues
992,if you would like to become
993,"a permanent lawyer at the firm of Watkins, Goldberg and Schmidt Huh"
994,"How about that Ha, ha. To you."
995,Whoo
996,What
997," I ju Um What, what is it"
998,I thought that you were gonna propose for some reason.
999,What  Yeah. I know. I'm just
1000,"It's just, uh, I'm a little thrown."
1001,I'm sorry.
1002,I didn't realize that you thought that we were there.
1003,"Oh, no. God, no. Don't be silly. I just"
1004,"I need some time, I think"
1005,"to figure out how I feel about us, you know"
1006,Brrp. Longterm.
1007,You need some time
1008,You need some time to figure out how you feel about us Okay.
1009,Honey
1010," Wow. Hahaha.  Ha, ha. Wow."
1011, Ahem.  Wow. Huh.
1012,Wow.
1013,This is actually really funny. I'm just Next level.
1014, Is this yours Is this yours Yes.
1015,Mm. Mm.
1016,Honey
1017, Is this gin Yes.
1018," There's, like, no water in that.  Yeah."
1019,"Great.  Mm. Aah, I hate gin."
1020,"Wow, you know what Thank you, Richard."
1021,"Honestly, thank you very much for your job offer. I will consider it."
1022,Hannah Banana.
1023,"Whoo Ha, ha.  Banana. Hannah."
1024,Do you wanna buy me a drink Yes.
1025, It's nicer that way. Right You.
1026,You remember me
1027,Yeah.
1028, You still find me attractive  Yes.
1029,Still wanna take me home
1030,Yeah.
1031,Let's go.
1032,Just one look
1033,And I fell so hard
1034,Here.
1035,I really like this song. This was a good choice. Yeah.
1036, Good song. You never hear this song.  Mmhm. Mmmm.
1037,Love this song.
1038,Cheers.
1039,How good it feels
1040,Ugh.
1041,That's not my drink.
1042,Your love
1043,Mm. Mm.
1044,Ugh.
1045,It's not my favorite. Thank you.
1046,Forever
1047,And always
1048, So is this how it normally works  What
1049,"You put on the perfect song, you make them a drink."
1050,And I knew
1051,And then you sleep together.
1052,That you
1053,Um
1054,Yeah.
1055,I'm very nervous.
1056,I'm getting that.
1057,Okay. Because I know I seemed confident back at the bar
1058,but that was mostly just because I was cold and wet
1059,and trying to be dramatic a little bit.
1060,You're adorable.
1061,No.
1062,I am sexy.
1063, I am Rrated sexy.  Mmhm.
1064,"Okay, I know what happens in the PG13 version of tonight, all right I know."
1065,It's that I get really drunk and then I pass out.
1066,"You cover me with a blanket, kiss me on the cheek, nothing happens."
1067,But that's not why I'm here.
1068,I am here to bang the hot guy that hit on me at the bar.
1069, Jacob.  Jacob.
1070," Are people still saying ""bang""  I do."
1071,We are gonna bang. Hmm
1072,This is happening.
1073, Take off your shirt.  Why
1074,"Please, will you take off your shirt I can't stop thinking. I need to just"
1075," Okay, okay, okay.  All right, okay, okay, okay."
1076,Fuck.
1077,Seriously It's like you're Photoshopped.
1078,Can I
1079,Aah. You have cold hands.
1080, Now you take off your dress.  No.
1081," Yes.  No. Not with that going on. No, thank you."
1082,"Is there dim lighting somewhere Oh, God."
1083,"Okay, so then what do we do What happens now Like, logistically"
1084," What's your move  What do you mean, what's my move"
1085, What's your move Your big move  I got lots of moves.
1086, What's your big move  I'm not telling.
1087, Tell me your move.  You're not ready for the big move.
1088," Yes, I am.  You can't handle the big move."
1089, Tell me your big move.  I work Dirty Dancing into the conversation.
1090,Dirty Dancing
1091," Can I sit down, please  Yeah."
1092, Can I put back on my shirt  No.
1093,Why Dirty Dancing What do we do Do we watch it
1094,You know the big move at the end where Patrick Swayze picks up Jennifer Grey
1095, Yeah.  I can do that.
1096, Okay.  So I tell girls I can do the move.
1097,"I put on the song ""Time of Your Life. "" I do the big move."
1098,And they always wanna have sex with me.
1099,"Oh, my God. That's the most ridiculous thing I've ever heard."
1100,I agree. But it works every time.
1101,That would not work on me.
1102,"Oh, God, this is ridiculous. I don't wanna do it."
1103,Come on.
1104,This is beyond ridiculous.
1105, Run and jump.  No.
1106," Yeah. Come on.  No, thank you."
1107,Thank God I'm drunk. Here we go.
1108,'Cause I've had the time of my life
1109,And I owe it all to you
1110,I've been waiting for so long
1111,Now I've finally found someone To stand by me
1112,Ahem. So do you prefer to do it here or in the bedroom
1113,The bedroom is preferred.
1114,"Mmhm. Yeah, okay. Let's go there."
1115,This pillow
1116,forms perfectly to the shape of my head.
1117,Yeah.
1118,Is this one of those foam pillows from Brookstone
1119,Yeah.
1120, Yeah Oh.  Yeah.
1121,I always wondered who buys those kind of
1122,The hot guy from the bar buys these. Of course.
1123," Jacob.  Mmhm, Jacob. Sorry about that."
1124,Good.
1125,"I'm sorry, continue."
1126,"You don't have one of those ridiculous, um, massage chairs, do you"
1127, You do  No.
1128," Yes, you do.  Yeah, I do."
1129," Hahaha. Oh, my God.  I don't. I don't. I do."
1130,Who would have that I would. I have that.
1131, How much was it  Five thousand dollars.
1132,Ask me how many times I've used it.
1133, How many times have you used it  Twice.
1134,That's $2500 a massage.
1135,Twice.
1136, Where is it  It's in the garage.
1137,Can I sit in the massage chair
1138,I hate it.
1139,The Home Shopping Network. But I'm addic I buy I'm just the worst.
1140, Do you have a Slap Chop  Yes.
1141, The knife that cuts through the penny  Yes.
1142, Hahaha. What else do you have  Coin Bears.
1143,Coin Bears You don't have Coin Bears.
1144,I have a whole set from each state.
1145,You have 50 Coin Bears
1146, They have a coin in their foot.  You stay up nights.
1147,I am wildly unhappy.
1148,"I'm trying to buy it, and it's not working."
1149," Were you smart in school  A little bossy, yeah."
1150,But I won a spelling bee and my dad cried at the spelling bee.
1151, No way. That's nice.  Mmhm.
1152, What word did you win on  It was so stupid.
1153,I love curling up with a rich cup of coffee.
1154,"What, you think coffee and sleep don't mix"
1155,"Well, they do if it's High Point. It's decaffeinated."
1156,And the flavor is marvelous.
1157,Do you have that mold that makes cakes
1158,I have calf pants.
1159,I have pants just for my calves. Calf pants.
1160,"Oh, my God."
1161,Could you do me a favor
1162, What  Will you do me a kindness
1163,Mm.
1164,Will you ask me something personal about myself
1165,"Hmm. Okay, fine. I'll do it. And then we bang."
1166,Yes.
1167,What's your mother like
1168,My mom is very beautiful.
1169,Um Very vain.
1170,Very smart.
1171,Cold.
1172,And your dad
1173,Um
1174,He died a long time ago.
1175,He was such a sweet guy.
1176,He was probably too sweet.
1177,Very successful in business.
1178,"He made a lot of money, which is why I have all this stuff."
1179,But he was soft.
1180,"Just too soft, too sensitive."
1181,"And, you know, Dad, he couldn't really handle my mother"
1182,and didn't really make an effort.
1183,"Hey, Jacob, it's Cal."
1184,Where are you
1185,"Remember the first woman I picked up, that teacher"
1186,"Well, I have a story to tell you about her."
1187,It's been a week. I haven't heard from you. Should I be concerned
1188,I am imagining you suffocating under a pile of women. Call me.
1189,"Oh. Yeah, hey, it's me again."
1190,Left like a hundred messages.
1191,"Listen, if this is a Miyagi thing, I'm not getting it, so"
1192,"Call me back, please. Thanks."
1193,"Been to St. Louis No, I haven't."
1194,"I always dreamt of playing shortstop for the St. Louis Cardinals, actually"
1195,"but I couldn't hit a curveball, so I did the next best thing."
1196,"Yeah, you became an accountant."
1197,Right. Exactly.
1198,"I mean, the money's not as good, but there's less travel."
1199,"Mm. Ha, ha."
1200, I was gonna be a ballerina.  Really
1201,"So tell me, what is it with women and ballerinas"
1202,I just pictured myself in the ballet.
1203,It's not like I had a lot of training or anything.
1204,"I mean, I actually never really had a lesson"
1205,"and, um, haven't seen a ballet."
1206,You've never been to the ballet
1207, Mmmm. Wow.
1208, I'd love to take you to the ballet.  You'd love to go to the ballet
1209,I didn't say that. I'd love to take you to the ballet. I'd drop you off.
1210,Later on I'd pick you up and we could go to a ball game.
1211,"Oh, I get it."
1212,"Ha, ha.  I had a lot of fun tonight."
1213,You like sushi I know this really great little sushi place
1214,I don't eat sushi.
1215, That we're never gonna go to because I hate sushi.
1216,"Oh, hi. Hi, Jess."
1217,"Uh, this is my work friend, David."
1218,David is an accountant.
1219,"David, this is Jessica, my babysitter."
1220,Uh
1221,"So, you know, everything looks great."
1222,Spreadsheets.
1223,Spreadsheets.
1224,See you at work.
1225,"Yeah, see you at work."
1226,So how was dinner
1227," Oh, well, you know, it was just for work.  Yeah."
1228, That's a really pretty dress.  Thank you. What do I owe you
1229,Do you know that your kids are the only ones that I babysit for
1230,that wanna stay awake so that they can see their dad when he gets home
1231,"Yeah, I mean, they fight with everything they have to keep their eyes open."
1232,And don't get me wrong
1233,"no, your kids are really excited to see you when you get home too, Ms. Weaver"
1234,but not a lot wanna stay up for Dad.
1235,"Honey, what are you trying to say"
1236,Batshit crazy.
1237,"Jessica, uh, what"
1238, Let me give you  I don't want your slutty money.
1239,"Sweetheart, what's the pro What's wrong"
1240,"""Slutty money"""
1241,Kids.
1242,Kids. Ice cream.
1243,I knew it. I knew it.  Yeah. I'll be right back.
1244,"Oh, shit. Oh, God."
1245,Hello
1246," Hi, Cal.  Hi."
1247,Um
1248,So
1249,"I'm just calling, um"
1250,because I'm in the basement
1251,"and I'm trying to get the water heater working, um"
1252,because the pilot light's out and I don't know how to relight it.
1253,So I'm sorry to bother you.
1254,"No, no. It's fine. That's fine. Call me"
1255,I'm glad you called about this.
1256," I'll just walk you through it, okay  Okay."
1257,"All right, so there's a gray door. You see the gray door"
1258," Yeah.  Okay, just slide that down."
1259,Okay.
1260,"There's a red button with the word ""push"" on it."
1261,"I wrote the word ""push"" on it"
1262,So you push it. And you turn it to the right.
1263,I got it.
1264,And then just put the match in.
1265,"Oh, there it goes."
1266,Just have to slide the gray door down again and you're good to go.
1267,Oh.
1268,"Well, thanks, Cal. I appreciate your help."
1269,"Oh, you know what Just call anytime with stuff like that. That's"
1270,"Oh, yeah. Uh"
1271,Yeah. Oh.
1272,Sure.
1273,So I'll talk to you soon.
1274,"Yeah, and, um"
1275,Thanks again.
1276,"No, that's My pleasure."
1277,Don't want you to blow up the house.
1278,Bye.
1279,Bye.
1280,"Dad, can we go to McDonald's Uh, no."
1281,Why not
1282,Check it out.
1283,Only reason they play them is they're catchy.
1284," Thank you. Here you go, sir."
1285,"Now, does it come in sheets"
1286,"Oh, yeah, it's a 4 by 8. Standard 4 by 8, your 3/4 inch stock. Yeah."
1287," Now, this is for my wife.  Oh. That's nice."
1288,It has curtains.
1289," Oh, hey, Cal. Hey, Bernie."
1290,"Hi, Mr. Riley. Hi, Mr. Riley."
1291," How's it going  Oh, good."
1292,"I'd love to catch up, but I'm doing something to the house later."
1293,Kind of in a rush.
1294,Thanks for the cologne.
1295,Do you know if this is chintz
1296,Hello Cal.
1297," Jacob.  Oh, my God, it's alive."
1298,"Hey, sorry I kind of dropped off the grid there, pal."
1299,"You left me in my hour of need, my friend."
1300,"Yeah, well"
1301,I'm in a bit of a situation.
1302,"A pickle, if you will."
1303," I got no one else to call.  Ha, ha."
1304," I met a girl.  Oh, really"
1305,I'm spending all this time with her and she is a game changer.
1306,She's a game changer No way.
1307,So much so I'm going to meet her mother right now.
1308,"A mother and daughter. That's very Wilt Chamberlainesque, even for you."
1309," What is the matter with you  Ha, ha."
1310,I don't know what to do. I need some advice.
1311,You might actually have to answer some personal questions about yourself.
1312,You gotta smile a lot. You've gotta be charming.
1313,Definitely don't be yourself.
1314,"That's what you've got for me, don't be myself"
1315, Hahaha.  Great. Thanks for nothing.
1316,Do you wanna get a
1317,Do you wanna get a beer next week
1318,You have my number.
1319,"And, you know, don't worry about tonight. You'll be fine."
1320," Good for you, by the way.  See you, buddy."
1321,Honk. You gotta get that fixed.
1322, Okay. All right.  Let's go.
1323,Vajayjay.
1324,out of this fourth inning with just one run in.
1325,He's right on the verge of a big hit knocking him out of the game here.
1326,"He's staying in there, very competitive today."
1327,"No, no, no. Daddy, Daddy, Daddy."
1328,"No, leave him. Let him go. He can handle it. Let him go."
1329,Honey Get out of my purse. Stay out of my purse
1330,Do not take those keys Do not take those keys I'm not letting you take those keys.
1331,You're not following your father Stop it
1332,No No Let your father handle it. You're not to see that man again
1333,That man's a pervert
1334, Stay out of it  No
1335,Is that pervert sexting you
1336,"Hey, baby."
1337,What are you wearing
1338,Dad's here. I have to blindfold you.
1339, Why What's he doing  Just come on.
1340,Hate this. Bad.
1341,Is this something I'm gonna have to clean up
1342,"Mom, no, don't worry about it. Keep going."
1343,"Honey, honey, I really can't see. Mom, I got you."
1344,Two. Right now we're on the ground. One more step.
1345, Three.  Three. Yay.
1346,"Mom, no more steps. We're on the ground."
1347,"Mom, relax. It's your husband, not al Qaeda."
1348,"Hi, Em."
1349,"Oh, hey. Can I take this off now, please"
1350," Nope, not yet.  Oh, what's this"
1351," I hear you, gigglepuss.  Do it."
1352,May I have your attention
1353,"Many years ago, in the hallway of Woodside Middle School"
1354,Cal Weaver saw Emily Boyle for the first time.
1355,"Cal, are you seriously gonna do this in front of the kids"
1356,Mmhm.
1357,If anything goes wrong I'm supposed to take her upstairs and put the TV on loud.
1358,"All right. Well, we may as well wait for your daughter."
1359," She's right here.  No, no, no. I mean our other daughter."
1360,Hello  Nanna.
1361," Hi, guys. Hi, sweetheart."
1362,Hi. What's going on
1363,"Oh, I don't know. Some game. He won't let me take this dumb blindfold off."
1364, Cal  Is that him
1365,What are you doing here
1366," What are you doing here  Wait, do you guys know each other"
1367, What's going on  What are you doing here
1368,"Hey, Nanna.  Hi, Robbie."
1369," Hey, Nanna.  Hi, cutie."
1370,"Jacob, it's so nice to meet you."
1371,I've heard so many wonderful things about you from Nanna.
1372," I'm sorry, what's a Nanna I am."
1373,I couldn't say Hannah. How do you know my dad
1374,She couldn't say her H's at all.
1375,Okay. I'm having trouble understanding what's going on right now.
1376," Dad, this is Jacob, my boyfriend. No, it's not."
1377," I was bringing him over to meet Mom.  No. No. No, no, no."
1378,I wanna see the boyfriend.  I can't breathe.
1379,Can I take this off
1380,"Cal, what are you doing with a daughter that's grown up"
1381,I was 17. That's why we had to get married so young.
1382, You should have told me.  Never wanted me to talk about my children.
1383," Um, I'm gonna go watch TV now.  That's fine. Why don't you go do that"
1384, Yeah. Can I come  No.
1385,"So you guys, like, really know each other, then."
1386,"Oh, screw it. This is ridiculous."
1387," Honey, he's really cute.  No, he's not."
1388,"Look at you. You're really a mother I don't believe it, sister."
1389,Let me get this straight. So you guys are a thing.
1390,"You guys are a couple, right You guys are together"
1391, Yeah.  No way. Break up right now.
1392, Daddy  Please don't call him that.
1393," Cal, that's not gonna happen.  Then I will mess you up."
1394, Dad.  Cal.
1395, Cal.  Jessica
1396,Bernie
1397,"Daddy, no."
1398,"I let her babysit for you, you son of a bitch."
1399, She's only 17 years old.  What are you talking about
1400," Oh, God. No idea what you're talking about."
1401, Aah Bernie.
1402,"Daddy, no. No, no, no. Stop it."
1403,"Dad. Jacob Oh, God."
1404,Stop it. He didn't do anything.
1405, He doesn't know. Is your back okay
1406, Know what  Know what
1407,Is this some kind of a skit Because I'm lost.
1408, Argh No.
1409," Aah No, no, no. Daddy, Daddy."
1410,He didn't even know that I'm in love with him.
1411, With who With him.
1412, You pointing at me  You pointing at him
1413,She's pointing at him Oh.
1414,Wait. My dad is the older guy you've been seeing
1415, I knew it. You  He doesn't know about the naked photos.
1416, What  Jessica.
1417,You made him naked photos Seriously
1418," I'm gonna beat you till your brains fall out.  Timeout, timeout. Hold on."
1419, But I love her.  Jessica's the one you're in love with
1420,"Excuse me, Emily"
1421, You left your sweater in my car.  Oh.
1422, Who are you  David Lindhagen.
1423, David Lindhagen  David Lindhagen.
1424,Okay.
1425, Is this a bad time  Yeah.
1426, Unh.  Jacob.
1427,Know how much pain and suffering you caused my friend
1428, Stay the hell away from my daughter.  Ow.
1429,You stay away from my daughter.
1430, I don't even know you. Stop it.
1431,"Oh, my God. That is not What are you grabbing"
1432,Really Really  Come on.
1433,Let go of me Let go of me Let go of me
1434,"Come on, she's my daughter. Stop it. Stop it."
1435,I'll kill you.
1436,So
1437,"Okay, wait. Which one of you is Lindhagen again"
1438,Hagen.
1439,"I'm just gonna write, ""Domestic disturbance, all clear. """
1440,"Thank you, officer."
1441,"Just simmer down, okay We all have arguments."
1442,"But if you're gonna fight, just do it inside. Keep it in the family, okay"
1443,I will kill you.
1444,Let's go.
1445, Daddy Now.
1446, Daddy  Now.
1447,Cal.
1448,Come on.
1449,Honey.
1450,"This guy is a lowlife, he is a womanizer."
1451, That's ironic.  Excuse me
1452,I know him. I have witnessed him in action.
1453," And you are not to see him anymore.  Dad, I'm not gonna stop seeing him."
1454,"Okay. Okay. Well, then we have nothing more to talk about."
1455, You're being unreasonable.  Get out of my house.
1456,This is not your house anymore.
1457,"Well, you made damn sure of that, didn't you, sweetheart"
1458," Bye, Nanna.  Bye, cutie."
1459,"She's all yours, David."
1460, Fantastic.  Nice.
1461,"Go big or go home, right, bud"
1462,"Go home, Dad."
1463,Did you see the headline today What
1464,It says that you should call your dad.
1465,"No, it says, ""Let's move on child obesity. "" Ha, ha."
1466,"No, it doesn't."
1467,"I'm not gonna call him.  No, it says you really should."
1468,Can I get you another
1469, What time is it 2:30.
1470,In the afternoon.
1471,"""Twothirty"" would have been sufficient"
1472,"but thank you for the judgmental tone, cocktail servant."
1473,I'm sorry
1474,Sorry for being a dick.
1475,Nice sweat suit.
1476,What do you want
1477," Uh, can I sit down  I don't know, can you"
1478,"Are we gonna be adults about this, or we gonna"
1479,"""Are we gonna be adults about this"""
1480, It would mean a lot to me if we could talk.  Are you still seeing my daughter
1481, Yes.  Then I have nothing to say to you.
1482,Been hanging out here a lot
1483,Sometimes.
1484,You been missing a lot of work  I have a lot of vacation days.
1485,You know what You have a lot of nerve.
1486,Do you wanna do your shot
1487,"She probably spit in it, so, no, thank you."
1488,"Your kids miss you, Cal."
1489,You're hanging out with my kids That's great.
1490,Teach Robbie how to objectify women. He'll love that.
1491,You know it's his eighthgrade graduation next week.
1492,You gonna go to that
1493,Of course I'm going.
1494,I just didn't know. You haven't really been around. I don't think he knows either.
1495,I haven't been around for him That's what you're telling me
1496,"You know, he's not my biggest fan right now."
1497," He thinks I stole his soul mate.  He worships you, Cal."
1498, Is the parental advice over Because if so  I'm in love with her.
1499,I love her.
1500,I don't know what I was doing before this.
1501,And I don't know what to do about it. It's not something I can really stop.
1502, Yeah Yeah.
1503, You love her You love Hannah Yes.
1504,Tell me about it. Tell me how much you love her.
1505,I'm just
1506,"Look, Cal, it's not something that I wanted, okay"
1507,I looked at people who were in love
1508,and I thought the way that they were behaving
1509,and the things that they were doing and saying
1510,"they appeared pathetic, honestly."
1511,"And I spent all this time with you, I'm trying to make you more like me"
1512,and it turns out I just wanna be
1513,I need that drink.
1514,You gonna make me do this I gotta really do this
1515,I had Hannah when I was 17.
1516,I taught her how to ride a bike.
1517,I taught her how to drive a car.
1518,And I'm glad for you.
1519,"I'm happy for you, that you've changed."
1520,I think it's fantastic that you're a better man.
1521,But I've seen too much already.
1522, No. I know. I know too much. I know. I know.
1523,And it's Hannah.
1524,And she's too good for you.
1525,I agree.
1526,I'm never gonna give you my approval.
1527,"You're a good dad, Cal."
1528,Yep. Yep.
1529,She spit. She spit in that.
1530,"Guys, I need you to pay attention."
1531,"Do not cut the line. I need everyone to stay in your positions, okay"
1532,"Guys, check your ties. Make sure everything is nice and neat."
1533,"Ladies, when you're on stage"
1534,"Mommy, look. Robbie's name."
1535,Excuse me. Is this open
1536,"How close  Yeah, that's fine."
1537,Good afternoon.
1538,"Welcome, parents, family and friends."
1539,We're so pleased to have you here to celebrate this graduating class.
1540,"And now, to introduce our first student speaker"
1541,our very own Kate Tafferty.
1542, She's pretty.  Ugh.
1543,Our first speaker is not only the class salutatorian
1544,but is also
1545,one of the most spirited young men
1546,I've ever had the pleasure of teaching.
1547,"Ladies and gentlemen, Robbie Weaver."
1548, Whoo  Robbie
1549,"Welcome, class of 2011."
1550,Our time as middle schoolers has come to an end.
1551,We can't fight it anymore. We're getting old.
1552,All my life I wanted to grow up.
1553,I wanted to grow older so people would take me seriously.
1554,It all sounded so good to me.
1555,"Growing up, getting a job, getting married."
1556,But
1557,it's all a scam.
1558,And love
1559,That's the biggest scam of all.
1560,I was in love.
1561,And I know that makes some of you laugh because I'm only 13
1562,but whatever. I was.
1563,"And I used to think, and really believe"
1564,that there was one true love for everyone
1565,and if you fought hard enough for that person
1566,your one true love would always work out.
1567,"It sounded good to me when I was younger, but it just doesn't work that way."
1568, There is no such thing as one true love  Stop.
1569,Shit.
1570," Oh, boy.  Okay."
1571,All right. Ahem. Excuse me.
1572,"Oh, my God. Oh, my God. Oh, my God."
1573, What are you doing  What are you doing
1574,"I was wrong, Dad. There's no such thing as"
1575,"I, uh"
1576,Um
1577,"Oh. Well, here's the thing:"
1578,My son's graduation speech sucks.
1579,That's not a joke.
1580,"In fairness, I didn't know where he was going with that."
1581,But I think we can all agree
1582,"it was headed in a kind of depressing, um, way."
1583,"My son Not him, my actual son."
1584, Believes in grand romantic gestures.
1585,He believes in the existence
1586,of one's soul mate.
1587,And it's easy to just look at a 13yearold and say:
1588,"""You don't know what you're talking about. You are wrong. """
1589,But I'm not so sure.
1590,I met my soul mate when I was 15 years old.
1591,We went out for ice cream.
1592,"After, my dad started teasing me about my first date, the way dads do."
1593,"And I told him, ""Dad, it's no big deal."
1594,"I'm gonna be going out with a lot of different girls on a lot of different dates. """
1595,And that is the first time that I ever lied to my father.
1596,I met my soul mate when I was 15 years old
1597,and I have loved her every minute of every day
1598,since I first bought her that mint chocolate chip cone.
1599,I have loved her through the birth of my three perfect children.
1600,I have loved her even when I've hated her.
1601,Only married couples will understand that one.
1602,And I don't know if it's gonna work out.
1603,I don't know what's gonna happen.
1604,"I'm sorry, Robbie, I can't give you that."
1605,But I can promise you this:
1606,I will never stop trying.
1607,Because when you find the one
1608,you never give up.
1609,Do you have anything you'd like to say
1610,"I still love you, Jessica."
1611,"And I love you, Emily."
1612,I loved you ever since you first changed my sister's diaper.
1613,I loved you when you came into my bedroom and I was under the covers
1614," Stop him. No, no."
1615, What's he talking about  I'm not ashamed of it.
1616,"Okay, we're good, we're good."
1617,"Oh, there's your mom. Let's go say hi."
1618,Hey.
1619,"Oh, I'm so proud of you."
1620,There she is. My perfect girl.
1621,Hi.
1622,Okay.
1623,So I bought a firearm
1624,from a shady Internet site
1625,and I am prepared to shoot you with it.
1626,Come here.
1627,Take care of her.
1628,This is gonna be fun.
1629,This is gonna be fun.
1630,I'm gonna talk to my friends.
1631,"Go hang with the other high schoolers. Go ahead, see if I care. I don't care."
1632,I'm really glad you came.
1633,So am I.
1634,"You were a really good babysitter, Jessica."
1635,I'm sorry if I made you uncomfortable.
1636, I thought you weren't giving up. I'm not.
1637,But I just figure
1638,you like my dad
1639,and in a few years I'll look like him.
1640,I'll come for you then.
1641,That's not a bad plan.
1642,But
1643,"Well, until then"
1644,just a little graduation gift to get you through high school.
1645,Thanks.
1646,So
1647,Can you
1648," Why  Take care, Robbie."
1649,Holy crap.
