,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,0,1,2,3,4,sentence
537,537,537,537,537,538,highly toxic.,378,FRANKEL,48,highly toxic.
538,538,538,538,538,539,highly carcinogenic.,378,FRANKEL,48,highly carcinogenic.
539,539,539,539,539,540,"it gets into your dna, so you pass the trouble to your kids.",378,FRANKEL,48,"it gets into your dna, so you pass the trouble to your kids."
540,540,540,540,540,541,very bad.,378,FRANKEL,48,very bad.
541,541,541,541,541,542,"well, what's it used for",379,ERIN,48,"well, what's it used for"
542,542,542,542,542,543,a rust inhibitor.,379,FRANKEL,48,a rust inhibitor.
543,543,543,543,543,544,"the utility plants use piston engines that get hot, they run water through.",379,FRANKEL,48,"the utility plants use piston engines that get hot, they run water through."
544,544,544,544,544,545,chromium's in the water to prevent corrosion.,379,FRANKEL,48,chromium's in the water to prevent corrosion.
545,545,545,545,545,546,how do i find out what kind of chromium they use in hinkley,379,ERIN,48,how do i find out what kind of chromium they use in hinkley
546,546,546,546,546,547, been to their water board,379,FRANKEL,48, been to their water board
547,547,547,547,547,548, what's that,379,ERIN,48, what's that
548,548,548,548,548,549,every county has one.,379,ERIN,48,every county has one.
549,549,549,549,549,550,they keep records of anything in their jurisdiction.,379,ERIN,48,they keep records of anything in their jurisdiction.
550,550,550,550,550,551, you should find something there.,379,ERIN,48, you should find something there.
551,551,551,551,551,552, county water board.,379,ERIN,48, county water board.
552,552,552,552,552,553, alrighty.,379,ERIN,48, alrighty.
553,553,553,553,553,554,"well, thanks.",379,ERIN,48,"well, thanks."
554,554,554,554,554,555, good luck.,379,FRANKEL,48, good luck.
555,555,555,555,555,556,i wouldn't advertise what you're looking for.,380,FRANKEL,48,i wouldn't advertise what you're looking for.
556,556,556,556,556,557,incriminating records have a way of disappearing when people smell trouble.,380,FRANKEL,48,incriminating records have a way of disappearing when people smell trouble.
557,557,557,557,557,558,i'll remember that.,381,ERIN,48,i'll remember that.
558,558,558,558,558,559,thanks.,381,ERIN,48,thanks.
559,559,559,559,559,560,ithis guy's too smart.i,386,TV,50,ithis guy's too smart.i
560,560,560,560,560,561,iit's only a matter of timei iuntil he makes his move.i,387,TV,50,iit's only a matter of timei iuntil he makes his move.i
561,561,561,561,561,562,ihe positions women employeesi iin such a way...i,388,TV,50,ihe positions women employeesi iin such a way...i
562,562,562,562,562,563,i... that they have no choicei ibut to respond or lose their jobs...i,389,TV,50,i... that they have no choicei ibut to respond or lose their jobs...i
563,563,563,563,563,564, that's a heavy door.,393,ERIN,50, that's a heavy door.
564,564,564,564,564,565, let me give you a hand.,393,ROSS,50, let me give you a hand.
565,565,565,565,565,566,thank you very much.,393,ERIN,50,thank you very much.
566,566,566,566,566,567,"aren't you a gentleman, mr",393,ERIN,50,"aren't you a gentleman, mr"
567,567,567,567,567,568, scott.,393,ROSS,50, scott.
568,568,568,568,568,569, mr. scott.,393,ERIN,50, mr. scott.
569,569,569,569,569,570,pleased to meet you.,393,ERIN,50,pleased to meet you.
570,570,570,570,570,571,i'm erin.,393,ERIN,50,i'm erin.
571,571,571,571,571,572,erin.,393,ROSS,50,erin.
572,572,572,572,572,573,erin.,393,ROSS,50,erin.
573,573,573,573,573,574,cool.,393,ROSS,50,cool.
574,574,574,574,574,575,"what can i do for you, erin",394,ROSS,50,"what can i do for you, erin"
575,575,575,575,575,576,"believe it or not, i'm on the prowl for some water records.",395,ERIN,50,"believe it or not, i'm on the prowl for some water records."
576,576,576,576,576,577,you come to the right place.,396,ROSS,50,you come to the right place.
577,577,577,577,577,578,i guess i did.,397,ERIN,50,i guess i did.
578,578,578,578,578,579,"just tell me what you wanna look at, and i'd be glad to dig 'em out.",398,ROSS,50,"just tell me what you wanna look at, and i'd be glad to dig 'em out."
579,579,579,579,579,580,i wish i knew.,399,ERIN,50,i wish i knew.
580,580,580,580,580,581,it's for my boss.,399,ERIN,50,it's for my boss.
581,581,581,581,581,582,he's in this water dispute...,399,ERIN,50,he's in this water dispute...
582,582,582,582,582,583,"...and he wants me to find all kinds of papers, from all kinds of places.",399,ERIN,50,"...and he wants me to find all kinds of papers, from all kinds of places."
583,583,583,583,583,584,"you know, it would probably be easiest...",401,ERIN,50,"you know, it would probably be easiest..."
584,584,584,584,584,585,...if i squeezed back there and poked around myself.,401,ERIN,50,...if i squeezed back there and poked around myself.
585,585,585,585,585,586, would that be all right with you,402,ERIN,50, would that be all right with you
586,586,586,586,586,587, come on back.,402,ROSS,50, come on back.
587,587,587,587,587,588, i'm gonna need you to sign in here.,402,ROSS,50, i'm gonna need you to sign in here.
588,588,588,588,588,589," oh, sure.",402,ERIN,50," oh, sure."
589,589,589,589,589,590,"  pattee, is that your middle name",403,ROSS (CONT'D),50,"  pattee, is that your middle name"
590,590,590,590,590,591," no, maiden.",403,ERIN,50," no, maiden."
591,591,591,591,591,592,"oh, you're married",404,ROSS,50,"oh, you're married"
592,592,592,592,592,593,not anymore.,405,ERIN,50,not anymore.
593,593,593,593,593,594, can i just,407,ERIN,50, can i just
594,594,594,594,594,595, yeah.,407,ROSS,50, yeah.
595,595,595,595,595,596,i love your pants.,408,ERIN,50,i love your pants.
596,596,596,596,596,597,"oh, well, yeah, thanks.",408,ROSS,50,"oh, well, yeah, thanks."
597,597,597,597,597,598,"well, this is it.",408,ROSS,50,"well, this is it."
598,598,598,598,598,599,it's impressive.,409,ERIN,50,it's impressive.
599,599,599,599,599,600,i'll call you if i need anything.,410,ERIN,50,i'll call you if i need anything.
600,600,600,600,600,601, all right.,411,ROSS,50, all right.
601,601,601,601,601,602, okay.,411,ERIN,50, okay.
602,602,602,602,602,603, thank you.,411,ERIN,50, thank you.
603,603,603,603,603,604, okay.,411,ROSS,50, okay.
604,604,604,604,604,605,where's my stuff,427,ERIN,55,where's my stuff
605,605,605,605,605,606,where have you been,428,ANNA,55,where have you been
606,606,606,606,606,607,where the fuck is my stuff,428,ERIN,55,where the fuck is my stuff
607,607,607,607,607,608,don't you use language like that with...,428,ANNA,55,don't you use language like that with...
608,608,608,608,608,609,someone took my stuff.,429,ERIN,56,someone took my stuff.
609,609,609,609,609,610, nice to see you.,430,JANE,56, nice to see you.
610,610,610,610,610,611, i had photos of my kids...,430,ERIN,56, i had photos of my kids...
611,611,611,611,611,612,"toothbrush, toothpaste, mousse and deodorant.",430,JANE,56,"toothbrush, toothpaste, mousse and deodorant."
612,612,612,612,612,613,what's going on,431,ERIN,56,what's going on
613,613,613,613,613,614,this isn't a job where you can disappear for days at a time.,432,JANE,56,this isn't a job where you can disappear for days at a time.
614,614,614,614,614,615,"you don't do the work, you don't get to stay.",432,JANE,56,"you don't do the work, you don't get to stay."
615,615,615,615,615,616,all i've been doing is working.,433,ERIN,56,all i've been doing is working.
616,616,616,616,616,617,ask mr. masry.,433,ERIN,56,ask mr. masry.
617,617,617,617,617,618,you ask mr. masry.,434,JANE,56,you ask mr. masry.
618,618,618,618,618,619,he fired you.,434,JANE,56,he fired you.
619,619,619,619,619,620,you said to fire me,437,ERIN,57,you said to fire me
620,620,620,620,620,621,i'll call you back.,438,ED,57,i'll call you back.
621,621,621,621,621,622,you've been gone for a week.,438,ED,57,you've been gone for a week.
622,622,622,622,622,623,i left a message.,439,ERIN,57,i left a message.
623,623,623,623,623,624,i was gonna write a whole damn report.,439,ERIN,57,i was gonna write a whole damn report.
624,624,624,624,624,625,that's not how we work.,440,ED,57,that's not how we work.
625,625,625,625,625,626,you don't leave a message and take off.,440,ED,57,you don't leave a message and take off.
626,626,626,626,626,627, want me to check in every second,441,ERIN,57, want me to check in every second
627,627,627,627,627,628, it's called accountability.,441,JANE,57, it's called accountability.
628,628,628,628,628,629,"i'm not talking to you, bitch",441,ERIN,57,"i'm not talking to you, bitch"
629,629,629,629,629,630,that's enough,441,ED,57,that's enough
630,630,630,630,630,631,"look, erin, this incident aside, i don't think this is the right...",443,ED,57,"look, erin, this incident aside, i don't think this is the right..."
631,631,631,631,631,632,...place for you.,444,ED,57,...place for you.
632,632,632,632,632,633,"so i'm gonna make a few calls, find you something else.",444,ED,57,"so i'm gonna make a few calls, find you something else."
633,633,633,633,633,634,don't bother.,445,ERIN,57,don't bother.
634,634,634,634,634,635,i'm trying to help.,446,ED,57,i'm trying to help.
635,635,635,635,635,636,you're trying not to feel guilty about firing someone with 3 kids.,447,ERIN,57,you're trying not to feel guilty about firing someone with 3 kids.
636,636,636,636,636,637,fuck if i'm gonna help you do that.,449,ERIN,57,fuck if i'm gonna help you do that.
637,637,637,637,637,638,get back to work,450,ERIN,58,get back to work
638,638,638,638,638,639,what the hell are you doing here,453,ERIN,59,what the hell are you doing here
639,639,639,639,639,640,i'm fixing the leak.,453,GEORGE,59,i'm fixing the leak.
640,640,640,640,640,641,"damn it, i don't ask you to do things like that.",454,ERIN,59,"damn it, i don't ask you to do things like that."
641,641,641,641,641,642,look at this mess that you've made.,454,ERIN,60,look at this mess that you've made.
642,642,642,642,642,643, i'm not done with that yet.,454,GEORGE,60, i'm not done with that yet.
643,643,643,643,643,644," well, get it out.",454,ERIN,60," well, get it out."
644,644,644,644,644,645, relax.,456,GEORGE,60, relax.
645,645,645,645,645,646, shit,456,ERIN,60, shit
646,646,646,646,646,647,where did it go,456,ERIN,60,where did it go
647,647,647,647,647,648,where is it,458,ERIN,60,where is it
648,648,648,648,648,649,back there.,459,GEORGE,60,back there.
649,649,649,649,649,650,behind your foot.,460,GEORGE,60,behind your foot.
650,650,650,650,650,651, going up your leg now.,462,ERIN,60, going up your leg now.
651,651,651,651,651,652, jesus,462,ERIN,60, jesus
652,652,652,652,652,653,"who fucking lives like this, george",462,ERIN (CONT'D),60,"who fucking lives like this, george"
653,653,653,653,653,654,who lets their kids run around in a place with bugs the size of house cats,463,ERIN (CONT'D),60,who lets their kids run around in a place with bugs the size of house cats
654,654,654,654,654,655,all you have to do is call an exterminator.,463,GEORGE,60,all you have to do is call an exterminator.
655,655,655,655,655,656,i can't call an exterminator.,464,ERIN,60,i can't call an exterminator.
656,656,656,656,656,657,i can't afford one.,464,ERIN,60,i can't afford one.
657,657,657,657,657,658,i can't even afford my phone.,464,ERIN,60,i can't even afford my phone.
658,658,658,658,658,659,i got fired.,465,ERIN,60,i got fired.
659,659,659,659,659,660,what,466,GEORGE,60,what
660,660,660,660,660,661,"what do you mean, you got fired",466,GEORGE,60,"what do you mean, you got fired"
661,661,661,661,661,662,you're working so hard.,466,GEORGE,60,you're working so hard.
662,662,662,662,662,663,doesn't matter.,467,ERIN,60,doesn't matter.
663,663,663,663,663,664,doesn't make one fucking bit of difference.,468,ERIN,60,doesn't make one fucking bit of difference.
664,664,664,664,664,665,i don't know what happened to me.,472,ERIN,61,i don't know what happened to me.
665,665,665,665,665,666,i mean...,473,ERIN (CONT'D),61,i mean...
666,666,666,666,666,667,"god, i was miss wichita, for chrissake.",474,ERIN (CONT'D),61,"god, i was miss wichita, for chrissake."
667,667,667,667,667,668,did i tell you that,474,ERIN (CONT'D),61,did i tell you that
668,668,668,668,668,669,"you are living next door to a real, live fucking beauty queen.",476,ERIN (CONT'D),61,"you are living next door to a real, live fucking beauty queen."
669,669,669,669,669,670,i still have my tiara.,478,ERIN (CONT'D),61,i still have my tiara.
670,670,670,670,670,671,and i thought it meant i was gonna do something important with my life.,478,ERIN (CONT'D),61,and i thought it meant i was gonna do something important with my life.
671,671,671,671,671,672,that it meant i was someone.,479,ERIN,61,that it meant i was someone.
672,672,672,672,672,673,you're someone to me.,482,GEORGE,61,you're someone to me.
673,673,673,673,673,674,are you gonna be something else that i have to survive,482,ERIN,61,are you gonna be something else that i have to survive
674,674,674,674,674,675,because i'll tell you the truth...,482,ERIN,61,because i'll tell you the truth...
675,675,675,675,675,676,...l'm not up to it.,482,ERIN,61,...l'm not up to it.
676,676,676,676,676,677,i get up in the centre of the stage...,483,ERIN,61,i get up in the centre of the stage...
677,677,677,677,677,678,...and i have the big bouquet of flowers.,483,ERIN,61,...and i have the big bouquet of flowers.
678,678,678,678,678,679,"i had my foot out like this,",483,ERIN,61,"i had my foot out like this,"
679,679,679,679,679,680, i will devote my entire reign as miss wichita...,483,ERIN,62, i will devote my entire reign as miss wichita...
680,680,680,680,680,681,...to bringing an end to world hunger.,483,ERIN,62,...to bringing an end to world hunger.
681,681,681,681,681,682,and to the creation of a peaceful earth...,484,ERIN,62,and to the creation of a peaceful earth...
682,682,682,682,682,683,"...for every man, woman and child.",484,ERIN,62,"...for every man, woman and child."
683,683,683,683,683,684, how long were you miss wichita,484,GEORGE,62, how long were you miss wichita
684,684,684,684,684,685, one year.,484,ERIN,62, one year.
685,685,685,685,685,686,by the time i got through opening new supermarkets...,485,ERIN,62,by the time i got through opening new supermarkets...
686,686,686,686,686,687,...i only had a few weeks left to work on hunger...,485,ERIN,62,...i only had a few weeks left to work on hunger...
687,687,687,687,687,688,...and world peace.,485,ERIN,62,...and world peace.
688,688,688,688,688,689, world peace.,485,GEORGE,62, world peace.
689,689,689,689,689,690,i don't know what i was thinking.,485,ERIN,62,i don't know what i was thinking.
690,690,690,690,690,691,"what about you, huh",487,ERIN,62,"what about you, huh"
691,691,691,691,691,692,what about me,487,GEORGE,62,what about me
692,692,692,692,692,693,let me tell you something.,491,GEORGE,62,let me tell you something.
693,693,693,693,693,694,let me get that out of your hair.,491,GEORGE,62,let me get that out of your hair.
694,694,694,694,694,695, thank you.,492,GEORGE,62, thank you.
695,695,695,695,695,696, nice.,492,ERIN,62, nice.
696,696,696,696,696,697,you're a very special lady.,494,GEORGE (CONT'D),62,you're a very special lady.
697,697,697,697,697,698,"don't be too nice to me, okay",494,ERIN,62,"don't be too nice to me, okay"
698,698,698,698,698,699,why,494,GEORGE,63,why
699,699,699,699,699,700,makes me nervous.,494,ERIN,63,makes me nervous.
700,700,700,700,700,701,"it's some slim pickings here, baby.",498,ERIN,63,"it's some slim pickings here, baby."
701,701,701,701,701,702,maybe that's ed mcmahon.,499,ERIN,63,maybe that's ed mcmahon.
702,702,702,702,702,703,let's go see.,499,ERIN,64,let's go see.
703,703,703,703,703,704,wrong ed.,502,ERIN,65,wrong ed.
704,704,704,704,704,705,what are you doing here,503,ERIN,65,what are you doing here
705,705,705,705,705,706,i had an interesting call this afternoon from dr. frankel...,503,ED,65,i had an interesting call this afternoon from dr. frankel...
706,706,706,706,706,707,...from ucla.,504,ED,65,...from ucla.
707,707,707,707,707,708," oh, yeah",504,ERIN,65," oh, yeah"
708,708,708,708,708,709,he wanted you to know that the  legal limit for hexavalent chromium...,504,ED,65,he wanted you to know that the  legal limit for hexavalent chromium...
709,709,709,709,709,710,...is.05 parts per million...,505,ED,65,...is.05 parts per million...
710,710,710,710,710,711,"...and at the rate you mentioned, .58, it could be...",505,ED,65,"...and at the rate you mentioned, .58, it could be..."
711,711,711,711,711,712,...responsible for the cancers in that family you asked about...,505,ED,65,...responsible for the cancers in that family you asked about...
712,712,712,712,712,713,...the jensens.,506,ED,65,...the jensens.
713,713,713,713,713,714,well.,506,ERIN,65,well.
714,714,714,714,714,715,wasn't that nice of him,506,ERIN,65,wasn't that nice of him
715,715,715,715,715,716,"funny how some people help people, and others just fire them.",506,ERIN,65,"funny how some people help people, and others just fire them."
716,716,716,716,716,717,i'm sorry.,507,ED,65,i'm sorry.
717,717,717,717,717,718,you were gone.,507,ED,65,you were gone.
718,718,718,718,718,719,i assumed you were off having fun.,507,ED,65,i assumed you were off having fun.
719,719,719,719,719,720,why the hell would you assume that,508,ERIN,65,why the hell would you assume that
720,720,720,720,720,721,maybe you look like someone who has a lot of fun.,509,ED,65,maybe you look like someone who has a lot of fun.
721,721,721,721,721,722,"by that standard, i assume you never get laid.",510,ERIN,65,"by that standard, i assume you never get laid."
722,722,722,722,722,723,i'm married.,511,ED,65,i'm married.
723,723,723,723,723,724,"look, what is this... what's the story on this cancer stuff",513,ED,65,"look, what is this... what's the story on this cancer stuff"
724,724,724,724,724,725,"you wanna know, you have to hire me back.",514,ERIN,65,"you wanna know, you have to hire me back."
725,725,725,725,725,726,i got a ton of bills to pay.,514,ERIN,65,i got a ton of bills to pay.
726,726,726,726,726,727,fine.,515,ED,65,fine.
727,727,727,727,727,728,fine.,515,ED,65,fine.
728,728,728,728,728,729,"donna just put in these new cabinets, stained the wood and all...",516,ERIN,66,"donna just put in these new cabinets, stained the wood and all..."
729,729,729,729,729,730,"...when she gets a call from pge, saying a freeway's gonna be built...",516,ERIN,66,"...when she gets a call from pge, saying a freeway's gonna be built..."
730,730,730,730,730,731,...and they wanna buy her house for an offramp.,516,ERIN,66,...and they wanna buy her house for an offramp.
731,731,731,731,731,732,the husband's sick with hodgkin's.,517,ERIN,66,the husband's sick with hodgkin's.
732,732,732,732,732,733,she keeps getting tumours...,517,ERIN,66,she keeps getting tumours...
733,733,733,733,733,734,...believing one has nothing to do with the other.,517,ERIN,66,...believing one has nothing to do with the other.
734,734,734,734,734,735,because pge told her about the chromium,517,ED,66,because pge told her about the chromium
735,735,735,735,735,736,they had a seminar.,517,ERIN,66,they had a seminar.
736,736,736,736,736,737,they invited 200 people from the area...,517,ERIN,66,they invited 200 people from the area...
737,737,737,737,737,738,...had it at the plant...,517,ERIN,66,...had it at the plant...
738,738,738,738,738,739,...about chromium three and how good it is...,518,ERIN (CONT'D),66,...about chromium three and how good it is...
739,739,739,739,739,740,...when they're using chromium six.,518,ERIN,66,...when they're using chromium six.
740,740,740,740,740,741,that document you found at the water board...,519,ED,66,that document you found at the water board...
741,741,741,741,741,742,...the one that says about the bad chromium...,519,ED,66,...the one that says about the bad chromium...
742,742,742,742,742,743,"you didn't happen to make a copy, did you",519,ED,66,"you didn't happen to make a copy, did you"
743,743,743,743,743,744,of course i did.,520,ERIN,66,of course i did.
744,744,744,744,744,745,could i have a look,521,ED,66,could i have a look
745,745,745,745,745,746,i want a raise.,522,ERIN,66,i want a raise.
746,746,746,746,746,747,"and benefits, including dental.",522,ERIN,66,"and benefits, including dental."
747,747,747,747,747,748,it's not how i do business.,523,ED,66,it's not how i do business.
748,748,748,748,748,749, what way is that,523,ERIN,66, what way is that
749,749,749,749,749,750, extortion.,523,ED,66, extortion.
750,750,750,750,750,751,"a 5 raise, we'll talk about benefits later.",525,ED,66,"a 5 raise, we'll talk about benefits later."
751,751,751,751,751,752,ten.,526,ERIN,66,ten.
752,752,752,752,752,753,there are lots of other places i could get work.,526,ERIN,66,there are lots of other places i could get work.
753,753,753,753,753,754,"10 raise and benefits, but that's it.",527,ED,66,"10 raise and benefits, but that's it."
754,754,754,754,754,755,i'm drawing the line.,527,ED,66,i'm drawing the line.
755,755,755,755,755,756,he's drawing the line.,528,ERIN,66,he's drawing the line.
756,756,756,756,756,757,this the only thing you got,530,ED,66,this the only thing you got
757,757,757,757,757,758,"well, the place is a pigsty.",530,ERIN,66,"well, the place is a pigsty."
758,758,758,758,758,759,there's probably more.,530,ERIN,66,there's probably more.
759,759,759,759,759,760,i know how those things are run.,530,ED,66,i know how those things are run.
760,760,760,760,760,761,what makes you think you can just walk in there...,531,ED,66,what makes you think you can just walk in there...
761,761,761,761,761,762,...and find what we need,531,ED,66,...and find what we need
762,762,762,762,762,763,"they're called boobs, ed.",532,ERIN,66,"they're called boobs, ed."
763,763,763,763,763,764,"yes, i'm sure it is.",536,ROSS,66,"yes, i'm sure it is."
764,764,764,764,764,765,i understand.,536,ROSS,69,i understand.
765,765,765,765,765,766,i agree.,537,ROSS,69,i agree.
766,766,766,766,766,767,i agree.,537,ROSS,71,i agree.
767,767,767,767,767,768,i'm going to.,537,ROSS,72,i'm going to.
768,768,768,768,768,769,right now.,538,ROSS,72,right now.
769,769,769,769,769,770,i'm almost done.,540,ERIN,72,i'm almost done.
770,770,770,770,770,771,look.,540,ERIN,72,look.
771,771,771,771,771,772,how are we doing,541,ROSS,72,how are we doing
772,772,772,772,772,773,we're doing great.,541,ERIN,72,we're doing great.
773,773,773,773,773,774,good.,542,ROSS,72,good.
774,774,774,774,774,775,"well, you've got quite a lot done already.",543,ROSS,72,"well, you've got quite a lot done already."
775,775,775,775,775,776,so...,543,ROSS,72,so...
776,776,776,776,776,777,"sorry, we need to have those records back now.",544,ROSS,72,"sorry, we need to have those records back now."
777,777,777,777,777,778,no.,545,ERIN,72,no.
778,778,778,778,778,779,these papers are public record.,547,ERIN,72,these papers are public record.
779,779,779,779,779,780,i'm not leaving...,547,ERIN,72,i'm not leaving...
780,780,780,780,780,781,...until they're copied.,547,ERIN,72,...until they're copied.
781,781,781,781,781,782,"fax these to this number, okay",551,ED,73,"fax these to this number, okay"
782,782,782,782,782,783, all of them,552,BRENDA,73, all of them
783,783,783,783,783,784, all of them.,552,ED,73, all of them.
784,784,784,784,784,785,an onsite monitoring well,558,DONNA,74,an onsite monitoring well
785,785,785,785,785,786, that means it was...  it's on the pge property.,559,ERIN,74, that means it was...  it's on the pge property.
786,786,786,786,786,787,"and you say that this stuff, this hexavalent chromium...",560,DONNA,74,"and you say that this stuff, this hexavalent chromium..."
787,787,787,787,787,788," well, it's poisonous.",561,DONNA,74," well, it's poisonous."
788,788,788,788,788,789, yeah.,561,ERIN,74, yeah.
789,789,789,789,789,790,"it's gotta be different than what's in our water, because ours is okay.",562,DONNA,74,"it's gotta be different than what's in our water, because ours is okay."
790,790,790,790,790,791,the guys from pge told me.,563,DONNA,74,the guys from pge told me.
791,791,791,791,791,792,they sat right in the kitchen and told me that it was fine.,563,DONNA,74,they sat right in the kitchen and told me that it was fine.
792,792,792,792,792,793,i know.,563,ERIN,74,i know.
793,793,793,793,793,794,but the toxicologist that i've been talking to...,563,ERIN,74,but the toxicologist that i've been talking to...
794,794,794,794,794,795,...he gave me a list of problems that come from hexavalent chromium exposure.,563,ERIN,74,...he gave me a list of problems that come from hexavalent chromium exposure.
795,795,795,795,795,796,everything you all have is on that list.,564,ERIN,74,everything you all have is on that list.
796,796,796,796,796,797,"no, no, no.",564,DONNA,74,"no, no, no."
797,797,797,797,797,798,that's not what... that's not what our doctor said.,564,DONNA,74,that's not what... that's not what our doctor said.
798,798,798,798,798,799,he said that...,564,DONNA,74,he said that...
799,799,799,799,799,800,"well, that one's got absolutely nothing to do with the other.",564,DONNA,74,"well, that one's got absolutely nothing to do with the other."
800,800,800,800,800,801,but pge paid for that doctor.,565,ERIN,74,but pge paid for that doctor.
801,801,801,801,801,802,ashley,569,DONNA,74,ashley
802,802,802,802,802,803,shanna,570,DONNA,74,shanna
803,803,803,803,803,804,get out of the pool,570,DONNA,75,get out of the pool
804,804,804,804,804,805, how come,570,SHANNA,75, how come
805,805,805,805,805,806," i said so, that's why.",570,DONNA,75," i said so, that's why."
806,806,806,806,806,807,the minute brenda sent that fax...,572,ED,75,the minute brenda sent that fax...
807,807,807,807,807,808,"...l'm saying, the second she pressed the send button...",572,ED,75,"...l'm saying, the second she pressed the send button..."
808,808,808,808,808,809,...pge's claim department was on the phone to me...,572,ED,75,...pge's claim department was on the phone to me...
809,809,809,809,809,810,...scheduling a meeting.,572,ED,76,...scheduling a meeting.
810,810,810,810,810,811,so you think that... let me do it.,572,ERIN,76,so you think that... let me do it.
811,811,811,811,811,812,you're driving me nuts.,572,ERIN,76,you're driving me nuts.
812,812,812,812,812,813,you think we scared them,572,ERIN,76,you think we scared them
813,813,813,813,813,814,taking the trouble to send someone...,572,ED,76,taking the trouble to send someone...
814,814,814,814,814,815,...sounds like they're sitting up and taking notice.,572,ED,76,...sounds like they're sitting up and taking notice.
815,815,815,815,815,816,mr. foil,576,ED,76,mr. foil
816,816,816,816,816,817,in the interest of putting this to rest...,578,JANE,77,in the interest of putting this to rest...
817,817,817,817,817,818,"...pge is willing to offer the jensens 250,000 for their home.",578,BAUM,79,"...pge is willing to offer the jensens 250,000 for their home."
818,818,818,818,818,819,"2,50,000",579,ED,79,"2,50,000"
819,819,819,819,819,820,in terms of land value in hinkley...,580,BAUM,79,in terms of land value in hinkley...
820,820,820,820,820,821,...we feel that's a more than fair price.,580,BAUM,79,...we feel that's a more than fair price.
821,821,821,821,821,822,how about in terms of medical expenses,581,ED,79,how about in terms of medical expenses
822,822,822,822,822,823,"250,000 isn't gonna come close to what this family's gonna spend on doctors.",581,ED,79,"250,000 isn't gonna come close to what this family's gonna spend on doctors."
823,823,823,823,823,824,"i understand they've had bad luck, healthwise.",582,BAUM,79,"i understand they've had bad luck, healthwise."
824,824,824,824,824,825,they have my sympathies.,582,BAUM,79,they have my sympathies.
825,825,825,825,825,826,but that's not pge's fault.,582,BAUM,79,but that's not pge's fault.
826,826,826,826,826,827,"you're kidding, right",582,ED,79,"you're kidding, right"
827,827,827,827,827,828,look at these readings.,583,ED (CONT'D),79,look at these readings.
828,828,828,828,828,829,pge's own technicians documented...,583,ED (CONT'D),79,pge's own technicians documented...
829,829,829,829,829,830,...toxic levels of hexavalent chromium in those wells...,583,ED (CONT'D),79,...toxic levels of hexavalent chromium in those wells...
830,830,830,830,830,831,...on numerous occasions.,584,ED (CONT'D),79,...on numerous occasions.
831,831,831,831,831,832,everything the jensens have had...,584,ED (CONT'D),79,everything the jensens have had...
832,832,832,832,832,833,...is proven reaction to exposure to hexavalent chromium.,585,ED (CONT'D),79,...is proven reaction to exposure to hexavalent chromium.
833,833,833,833,833,834,they have had...,585,ED (CONT'D),79,they have had...
834,834,834,834,834,835,they have had...,585,ED (CONT'D),79,they have had...
835,835,835,835,835,836,"breast cysts, uterine cancer, hodgkin's, immune deficiencies...",585,ERIN,79,"breast cysts, uterine cancer, hodgkin's, immune deficiencies..."
836,836,836,836,836,837,"...asthma, nosebleeds...",586,ERIN,79,"...asthma, nosebleeds..."
837,837,837,837,837,838,a million things could cause those problems.,586,BAUM,79,a million things could cause those problems.
838,838,838,838,838,839,"poor diet, bad genes, irresponsible lifestyle.",586,BAUM,79,"poor diet, bad genes, irresponsible lifestyle."
839,839,839,839,839,840,our offer is final and more than fair.,586,BAUM,79,our offer is final and more than fair.
840,840,840,840,840,841,wait a minute.,587,ED,79,wait a minute.
841,841,841,841,841,842,i thought we were negotiating here.,587,ED,79,i thought we were negotiating here.
842,842,842,842,842,843,"250,000 is all i'm authorized to offer.",588,BAUM,79,"250,000 is all i'm authorized to offer."
843,843,843,843,843,844,i'll present your offer to my clients.,589,ED,79,i'll present your offer to my clients.
844,844,844,844,844,845,i doubt they'll accept.,590,ED,79,i doubt they'll accept.
845,845,845,845,845,846,before you go off on a crusade...,591,BAUM,79,before you go off on a crusade...
846,846,846,846,846,847,...remember who you're dealing with.,592,BAUM,79,...remember who you're dealing with.
847,847,847,847,847,848,pge's a 28 billion dollar corporation.,592,BAUM,79,pge's a 28 billion dollar corporation.
848,848,848,848,848,849,28 billion dollars,593,ED,79,28 billion dollars
849,849,849,849,849,850,i didn't know it was that much,593,ED,79,i didn't know it was that much
850,850,850,850,850,851,wow,593,ED,79,wow
851,851,851,851,851,852,twentyeight billion,593,ED,79,twentyeight billion
852,852,852,852,852,853,holy cow,595,ED,79,holy cow
853,853,853,853,853,854,they made an offer.,596,ERIN,80,they made an offer.
854,854,854,854,854,855,"no, a million would have been an offer.",596,ED,80,"no, a million would have been an offer."
855,855,855,855,855,856,they send that...,596,ED,80,they send that...
856,856,856,856,856,857,"...mail clerk down to jerk me off, waste my time.",597,ED,80,"...mail clerk down to jerk me off, waste my time."
857,857,857,857,857,858,why,598,ERIN,80,why
858,858,858,858,858,859,you heard what that kid said.,599,ED,80,you heard what that kid said.
859,859,859,859,859,860,they have 28 billion dollars.,599,ED,80,they have 28 billion dollars.
860,860,860,860,860,861,they can afford to waste time.,599,ED,80,they can afford to waste time.
861,861,861,861,861,862, you can't,601,ERIN,80, you can't
862,862,862,862,862,863, am i made of money,601,ED,80, am i made of money
863,863,863,863,863,864, why are you yelling,602,ERIN,80, why are you yelling
